,STATE,LGA,CANDIDATE,PARTY,VOTES
9757,Niger,Kontagora,Abubakar Atiku,PDP,
9758,Niger,Kontagora,Obi Peter Gregory,LP,
9759,Niger,Kontagora,Musa Mohammed Rabiu Kwankwaso,NNPP,
9760,Niger,Kontagora,Kachikwu Dumebi,ADC,
9761,Niger,Kontagora,Umeadi Peter Nnanna Chukwudi,APGA,
9762,Niger,Kontagora,Sani Yabagi Yusuf,ADP,
9763,Niger,Kontagora,Imumolen Irene Christopher,A,
9764,Niger,Kontagora,Almustapha Hamza,AA,
9765,Niger,Kontagora,Sowore Omoyele Stephen,AAC,
9766,Niger,Kontagora,Ojei Princess Chichi,APM,
9767,Niger,Kontagora,Nnadi Charles Osita,APP,
9768,Niger,Kontagora,Adenuga Sunday Oluwafemi,BP,
9769,Niger,Kontagora,Osakwe Felix Johnson,NRM,
9770,Niger,Kontagora,Abiola Latifu Kolawole,PRP,
9771,Niger,Kontagora,Adebayo Adewole Ebenezer,SDP,
9772,Niger,Kontagora,Ado-Ibrahim Abdulmalik,YPP,
9773,Niger,Kontagora,Nwanyanwu Daniel Daberechukwu,ZLP,
9774,Niger,Lapai,Tinubu Bola Ahmed,APC,
9775,Niger,Lapai,Abubakar Atiku,PDP,
9776,Niger,Lapai,Obi Peter Gregory,LP,
9777,Niger,Lapai,Musa Mohammed Rabiu Kwankwaso,NNPP,
9778,Niger,Lapai,Kachikwu Dumebi,ADC,
9779,Niger,Lapai,Umeadi Peter Nnanna Chukwudi,APGA,
9780,Niger,Lapai,Sani Yabagi Yusuf,ADP,
9781,Niger,Lapai,Imumolen Irene Christopher,A,
9782,Niger,Lapai,Almustapha Hamza,AA,
9783,Niger,Lapai,Sowore Omoyele Stephen,AAC,
9784,Niger,Lapai,Ojei Princess Chichi,APM,
9785,Niger,Lapai,Nnadi Charles Osita,APP,
9786,Niger,Lapai,Adenuga Sunday Oluwafemi,BP,
9787,Niger,Lapai,Osakwe Felix Johnson,NRM,
9788,Niger,Lapai,Abiola Latifu Kolawole,PRP,
9789,Niger,Lapai,Adebayo Adewole Ebenezer,SDP,
9790,Niger,Lapai,Ado-Ibrahim Abdulmalik,YPP,
9791,Niger,Lapai,Nwanyanwu Daniel Daberechukwu,ZLP,
9792,Niger,Lavun,Tinubu Bola Ahmed,APC,
9793,Niger,Lavun,Abubakar Atiku,PDP,
9794,Niger,Lavun,Obi Peter Gregory,LP,
9795,Niger,Lavun,Musa Mohammed Rabiu Kwankwaso,NNPP,
9796,Niger,Lavun,Kachikwu Dumebi,ADC,
9797,Niger,Lavun,Umeadi Peter Nnanna Chukwudi,APGA,
9798,Niger,Lavun,Sani Yabagi Yusuf,ADP,
9799,Niger,Lavun,Imumolen Irene Christopher,A,
9800,Niger,Lavun,Almustapha Hamza,AA,
9801,Niger,Lavun,Sowore Omoyele Stephen,AAC,
9802,Niger,Lavun,Ojei Princess Chichi,APM,
9803,Niger,Lavun,Nnadi Charles Osita,APP,
9804,Niger,Lavun,Adenuga Sunday Oluwafemi,BP,
9805,Niger,Lavun,Osakwe Felix Johnson,NRM,
9806,Niger,Lavun,Abiola Latifu Kolawole,PRP,
9807,Niger,Lavun,Adebayo Adewole Ebenezer,SDP,
9808,Niger,Lavun,Ado-Ibrahim Abdulmalik,YPP,
9809,Niger,Lavun,Nwanyanwu Daniel Daberechukwu,ZLP,
9810,Niger,Magama,Tinubu Bola Ahmed,APC,
9811,Niger,Magama,Abubakar Atiku,PDP,
9812,Niger,Magama,Obi Peter Gregory,LP,
9813,Niger,Magama,Musa Mohammed Rabiu Kwankwaso,NNPP,
9814,Niger,Magama,Kachikwu Dumebi,ADC,
9815,Niger,Magama,Umeadi Peter Nnanna Chukwudi,APGA,
9816,Niger,Magama,Sani Yabagi Yusuf,ADP,
9817,Niger,Magama,Imumolen Irene Christopher,A,
9818,Niger,Magama,Almustapha Hamza,AA,
9819,Niger,Magama,Sowore Omoyele Stephen,AAC,
9820,Niger,Magama,Ojei Princess Chichi,APM,
9821,Niger,Magama,Nnadi Charles Osita,APP,
9822,Niger,Magama,Adenuga Sunday Oluwafemi,BP,
9823,Niger,Magama,Osakwe Felix Johnson,NRM,
9824,Niger,Magama,Abiola Latifu Kolawole,PRP,
9825,Niger,Magama,Adebayo Adewole Ebenezer,SDP,
9826,Niger,Magama,Ado-Ibrahim Abdulmalik,YPP,
9827,Niger,Magama,Nwanyanwu Daniel Daberechukwu,ZLP,
9828,Niger,Mariga,Tinubu Bola Ahmed,APC,
9829,Niger,Mariga,Abubakar Atiku,PDP,
9830,Niger,Mariga,Obi Peter Gregory,LP,
9831,Niger,Mariga,Musa Mohammed Rabiu Kwankwaso,NNPP,
9832,Niger,Mariga,Kachikwu Dumebi,ADC,
9833,Niger,Mariga,Umeadi Peter Nnanna Chukwudi,APGA,
9834,Niger,Mariga,Sani Yabagi Yusuf,ADP,
9835,Niger,Mariga,Imumolen Irene Christopher,A,
9836,Niger,Mariga,Almustapha Hamza,AA,
9837,Niger,Mariga,Sowore Omoyele Stephen,AAC,
9838,Niger,Mariga,Ojei Princess Chichi,APM,
9839,Niger,Mariga,Nnadi Charles Osita,APP,
9840,Niger,Mariga,Adenuga Sunday Oluwafemi,BP,
9841,Niger,Mariga,Osakwe Felix Johnson,NRM,
9842,Niger,Mariga,Abiola Latifu Kolawole,PRP,
9843,Niger,Mariga,Adebayo Adewole Ebenezer,SDP,
9844,Niger,Mariga,Ado-Ibrahim Abdulmalik,YPP,
9845,Niger,Mariga,Nwanyanwu Daniel Daberechukwu,ZLP,
9846,Niger,Mashegu,Tinubu Bola Ahmed,APC,
9847,Niger,Mashegu,Abubakar Atiku,PDP,
9848,Niger,Mashegu,Obi Peter Gregory,LP,
9849,Niger,Mashegu,Musa Mohammed Rabiu Kwankwaso,NNPP,
9850,Niger,Mashegu,Kachikwu Dumebi,ADC,
9851,Niger,Mashegu,Umeadi Peter Nnanna Chukwudi,APGA,
9852,Niger,Mashegu,Sani Yabagi Yusuf,ADP,
9853,Niger,Mashegu,Imumolen Irene Christopher,A,
9854,Niger,Mashegu,Almustapha Hamza,AA,
9855,Niger,Mashegu,Sowore Omoyele Stephen,AAC,
9856,Niger,Mashegu,Ojei Princess Chichi,APM,
9857,Niger,Mashegu,Nnadi Charles Osita,APP,
9858,Niger,Mashegu,Adenuga Sunday Oluwafemi,BP,
9859,Niger,Mashegu,Osakwe Felix Johnson,NRM,
9860,Niger,Mashegu,Abiola Latifu Kolawole,PRP,
9861,Niger,Mashegu,Adebayo Adewole Ebenezer,SDP,
9862,Niger,Mashegu,Ado-Ibrahim Abdulmalik,YPP,
9863,Niger,Mashegu,Nwanyanwu Daniel Daberechukwu,ZLP,
9864,Niger,Mokwa,Tinubu Bola Ahmed,APC,
9865,Niger,Mokwa,Abubakar Atiku,PDP,
9866,Niger,Mokwa,Obi Peter Gregory,LP,
9867,Niger,Mokwa,Musa Mohammed Rabiu Kwankwaso,NNPP,
9868,Niger,Mokwa,Kachikwu Dumebi,ADC,
9869,Niger,Mokwa,Umeadi Peter Nnanna Chukwudi,APGA,
9870,Niger,Mokwa,Sani Yabagi Yusuf,ADP,
9871,Niger,Mokwa,Imumolen Irene Christopher,A,
9872,Niger,Mokwa,Almustapha Hamza,AA,
9873,Niger,Mokwa,Sowore Omoyele Stephen,AAC,
9874,Niger,Mokwa,Ojei Princess Chichi,APM,
9875,Niger,Mokwa,Nnadi Charles Osita,APP,
9876,Niger,Mokwa,Adenuga Sunday Oluwafemi,BP,
9877,Niger,Mokwa,Osakwe Felix Johnson,NRM,
9878,Niger,Mokwa,Abiola Latifu Kolawole,PRP,
9879,Niger,Mokwa,Adebayo Adewole Ebenezer,SDP,
9880,Niger,Mokwa,Ado-Ibrahim Abdulmalik,YPP,
9881,Niger,Mokwa,Nwanyanwu Daniel Daberechukwu,ZLP,
9882,Niger,Munya,Tinubu Bola Ahmed,APC,
9883,Niger,Munya,Abubakar Atiku,PDP,
9884,Niger,Munya,Obi Peter Gregory,LP,
9885,Niger,Munya,Musa Mohammed Rabiu Kwankwaso,NNPP,
9886,Niger,Munya,Kachikwu Dumebi,ADC,
9887,Niger,Munya,Umeadi Peter Nnanna Chukwudi,APGA,
9888,Niger,Munya,Sani Yabagi Yusuf,ADP,
9889,Niger,Munya,Imumolen Irene Christopher,A,
9890,Niger,Munya,Almustapha Hamza,AA,
9891,Niger,Munya,Sowore Omoyele Stephen,AAC,
9892,Niger,Munya,Ojei Princess Chichi,APM,
9893,Niger,Munya,Nnadi Charles Osita,APP,
9894,Niger,Munya,Adenuga Sunday Oluwafemi,BP,
9895,Niger,Munya,Osakwe Felix Johnson,NRM,
9896,Niger,Munya,Abiola Latifu Kolawole,PRP,
9897,Niger,Munya,Adebayo Adewole Ebenezer,SDP,
9898,Niger,Munya,Ado-Ibrahim Abdulmalik,YPP,
9899,Niger,Munya,Nwanyanwu Daniel Daberechukwu,ZLP,
9900,Niger,Paikoro,Tinubu Bola Ahmed,APC,
9901,Niger,Paikoro,Abubakar Atiku,PDP,
9902,Niger,Paikoro,Obi Peter Gregory,LP,
9903,Niger,Paikoro,Musa Mohammed Rabiu Kwankwaso,NNPP,
9904,Niger,Paikoro,Kachikwu Dumebi,ADC,
9905,Niger,Paikoro,Umeadi Peter Nnanna Chukwudi,APGA,
9906,Niger,Paikoro,Sani Yabagi Yusuf,ADP,
9907,Niger,Paikoro,Imumolen Irene Christopher,A,
9908,Niger,Paikoro,Almustapha Hamza,AA,
9909,Niger,Paikoro,Sowore Omoyele Stephen,AAC,
9910,Niger,Paikoro,Ojei Princess Chichi,APM,
9911,Niger,Paikoro,Nnadi Charles Osita,APP,
9912,Niger,Paikoro,Adenuga Sunday Oluwafemi,BP,
9913,Niger,Paikoro,Osakwe Felix Johnson,NRM,
9914,Niger,Paikoro,Abiola Latifu Kolawole,PRP,
9915,Niger,Paikoro,Adebayo Adewole Ebenezer,SDP,
9916,Niger,Paikoro,Ado-Ibrahim Abdulmalik,YPP,
9917,Niger,Paikoro,Nwanyanwu Daniel Daberechukwu,ZLP,
9918,Niger,Rafi,Tinubu Bola Ahmed,APC,
9919,Niger,Rafi,Abubakar Atiku,PDP,
9920,Niger,Rafi,Obi Peter Gregory,LP,
9921,Niger,Rafi,Musa Mohammed Rabiu Kwankwaso,NNPP,
9922,Niger,Rafi,Kachikwu Dumebi,ADC,
9923,Niger,Rafi,Umeadi Peter Nnanna Chukwudi,APGA,
9924,Niger,Rafi,Sani Yabagi Yusuf,ADP,
9925,Niger,Rafi,Imumolen Irene Christopher,A,
9926,Niger,Rafi,Almustapha Hamza,AA,
9927,Niger,Rafi,Sowore Omoyele Stephen,AAC,
9928,Niger,Rafi,Ojei Princess Chichi,APM,
9929,Niger,Rafi,Nnadi Charles Osita,APP,
9930,Niger,Rafi,Adenuga Sunday Oluwafemi,BP,
9931,Niger,Rafi,Osakwe Felix Johnson,NRM,
9932,Niger,Rafi,Abiola Latifu Kolawole,PRP,
9933,Niger,Rafi,Adebayo Adewole Ebenezer,SDP,
9934,Niger,Rafi,Ado-Ibrahim Abdulmalik,YPP,
9935,Niger,Rafi,Nwanyanwu Daniel Daberechukwu,ZLP,
9936,Niger,Rijau,Tinubu Bola Ahmed,APC,
9937,Niger,Rijau,Abubakar Atiku,PDP,
9938,Niger,Rijau,Obi Peter Gregory,LP,
9939,Niger,Rijau,Musa Mohammed Rabiu Kwankwaso,NNPP,
9940,Niger,Rijau,Kachikwu Dumebi,ADC,
9941,Niger,Rijau,Umeadi Peter Nnanna Chukwudi,APGA,
9942,Niger,Rijau,Sani Yabagi Yusuf,ADP,
9943,Niger,Rijau,Imumolen Irene Christopher,A,
9944,Niger,Rijau,Almustapha Hamza,AA,
9945,Niger,Rijau,Sowore Omoyele Stephen,AAC,
9946,Niger,Rijau,Ojei Princess Chichi,APM,
9947,Niger,Rijau,Nnadi Charles Osita,APP,
9948,Niger,Rijau,Adenuga Sunday Oluwafemi,BP,
9949,Niger,Rijau,Osakwe Felix Johnson,NRM,
9950,Niger,Rijau,Abiola Latifu Kolawole,PRP,
9951,Niger,Rijau,Adebayo Adewole Ebenezer,SDP,
9952,Niger,Rijau,Ado-Ibrahim Abdulmalik,YPP,
9953,Niger,Rijau,Nwanyanwu Daniel Daberechukwu,ZLP,
9954,Niger,Shiroro,Tinubu Bola Ahmed,APC,
9955,Niger,Shiroro,Abubakar Atiku,PDP,
9956,Niger,Shiroro,Obi Peter Gregory,LP,
9957,Niger,Shiroro,Musa Mohammed Rabiu Kwankwaso,NNPP,
9958,Niger,Shiroro,Kachikwu Dumebi,ADC,
9959,Niger,Shiroro,Umeadi Peter Nnanna Chukwudi,APGA,
9960,Niger,Shiroro,Sani Yabagi Yusuf,ADP,
9961,Niger,Shiroro,Imumolen Irene Christopher,A,
9962,Niger,Shiroro,Almustapha Hamza,AA,
9963,Niger,Shiroro,Sowore Omoyele Stephen,AAC,
9964,Niger,Shiroro,Ojei Princess Chichi,APM,
9965,Niger,Shiroro,Nnadi Charles Osita,APP,
9966,Niger,Shiroro,Adenuga Sunday Oluwafemi,BP,
9967,Niger,Shiroro,Osakwe Felix Johnson,NRM,
9968,Niger,Shiroro,Abiola Latifu Kolawole,PRP,
9969,Niger,Shiroro,Adebayo Adewole Ebenezer,SDP,
9970,Niger,Shiroro,Ado-Ibrahim Abdulmalik,YPP,
9971,Niger,Shiroro,Nwanyanwu Daniel Daberechukwu,ZLP,
9972,Niger,Suleja,Tinubu Bola Ahmed,APC,
9973,Niger,Suleja,Abubakar Atiku,PDP,
9974,Niger,Suleja,Obi Peter Gregory,LP,
9975,Niger,Suleja,Musa Mohammed Rabiu Kwankwaso,NNPP,
9976,Niger,Suleja,Kachikwu Dumebi,ADC,
9977,Niger,Suleja,Umeadi Peter Nnanna Chukwudi,APGA,
9978,Niger,Suleja,Sani Yabagi Yusuf,ADP,
9979,Niger,Suleja,Imumolen Irene Christopher,A,
9980,Niger,Suleja,Almustapha Hamza,AA,
9981,Niger,Suleja,Sowore Omoyele Stephen,AAC,
9982,Niger,Suleja,Ojei Princess Chichi,APM,
9983,Niger,Suleja,Nnadi Charles Osita,APP,
9984,Niger,Suleja,Adenuga Sunday Oluwafemi,BP,
9985,Niger,Suleja,Osakwe Felix Johnson,NRM,
9986,Niger,Suleja,Abiola Latifu Kolawole,PRP,
9987,Niger,Suleja,Adebayo Adewole Ebenezer,SDP,
9988,Niger,Suleja,Ado-Ibrahim Abdulmalik,YPP,
9989,Niger,Suleja,Nwanyanwu Daniel Daberechukwu,ZLP,
9990,Niger,Tafa,Tinubu Bola Ahmed,APC,
9991,Niger,Tafa,Abubakar Atiku,PDP,
9992,Niger,Tafa,Obi Peter Gregory,LP,
9993,Niger,Tafa,Musa Mohammed Rabiu Kwankwaso,NNPP,
9994,Niger,Tafa,Kachikwu Dumebi,ADC,
9995,Niger,Tafa,Umeadi Peter Nnanna Chukwudi,APGA,
9996,Niger,Tafa,Sani Yabagi Yusuf,ADP,
9997,Niger,Tafa,Imumolen Irene Christopher,A,
9998,Niger,Tafa,Almustapha Hamza,AA,
9999,Niger,Tafa,Sowore Omoyele Stephen,AAC,
10000,Niger,Tafa,Ojei Princess Chichi,APM,
10001,Niger,Tafa,Nnadi Charles Osita,APP,
10002,Niger,Tafa,Adenuga Sunday Oluwafemi,BP,
10003,Niger,Tafa,Osakwe Felix Johnson,NRM,
10004,Niger,Tafa,Abiola Latifu Kolawole,PRP,
10005,Niger,Tafa,Adebayo Adewole Ebenezer,SDP,
10006,Niger,Tafa,Ado-Ibrahim Abdulmalik,YPP,
10007,Niger,Tafa,Nwanyanwu Daniel Daberechukwu,ZLP,
10008,Niger,Wushishi,Tinubu Bola Ahmed,APC,
10009,Niger,Wushishi,Abubakar Atiku,PDP,
10010,Niger,Wushishi,Obi Peter Gregory,LP,
10011,Niger,Wushishi,Musa Mohammed Rabiu Kwankwaso,NNPP,
10012,Niger,Wushishi,Kachikwu Dumebi,ADC,
10013,Niger,Wushishi,Umeadi Peter Nnanna Chukwudi,APGA,
10014,Niger,Wushishi,Sani Yabagi Yusuf,ADP,
10015,Niger,Wushishi,Imumolen Irene Christopher,A,
10016,Niger,Wushishi,Almustapha Hamza,AA,
10017,Niger,Wushishi,Sowore Omoyele Stephen,AAC,
10018,Niger,Wushishi,Ojei Princess Chichi,APM,
10019,Niger,Wushishi,Nnadi Charles Osita,APP,
10020,Niger,Wushishi,Adenuga Sunday Oluwafemi,BP,
10021,Niger,Wushishi,Osakwe Felix Johnson,NRM,
10022,Niger,Wushishi,Abiola Latifu Kolawole,PRP,
10023,Niger,Wushishi,Adebayo Adewole Ebenezer,SDP,
10024,Niger,Wushishi,Ado-Ibrahim Abdulmalik,YPP,
10025,Niger,Wushishi,Nwanyanwu Daniel Daberechukwu,ZLP,
10026,Ogun,Abeokuta North,Tinubu Bola Ahmed,APC,20094
10027,Ogun,Abeokuta North,Abubakar Atiku,PDP,5057
10028,Ogun,Abeokuta North,Obi Peter Gregory,LP,4092
10029,Ogun,Abeokuta North,Musa Mohammed Rabiu Kwankwaso,NNPP,104
10030,Ogun,Abeokuta North,Kachikwu Dumebi,ADC,1285
10031,Ogun,Abeokuta North,Umeadi Peter Nnanna Chukwudi,APGA,50
10032,Ogun,Abeokuta North,Sani Yabagi Yusuf,ADP,1285
10033,Ogun,Abeokuta North,Imumolen Irene Christopher,A,94
10034,Ogun,Abeokuta North,Almustapha Hamza,AA,13
10035,Ogun,Abeokuta North,Sowore Omoyele Stephen,AAC,54
10036,Ogun,Abeokuta North,Ojei Princess Chichi,APM,83
10037,Ogun,Abeokuta North,Nnadi Charles Osita,APP,13
10038,Ogun,Abeokuta North,Adenuga Sunday Oluwafemi,BP,8
10039,Ogun,Abeokuta North,Osakwe Felix Johnson,NRM,24
10040,Ogun,Abeokuta North,Abiola Latifu Kolawole,PRP,12
10041,Ogun,Abeokuta North,Adebayo Adewole Ebenezer,SDP,25
10042,Ogun,Abeokuta North,Ado-Ibrahim Abdulmalik,YPP,26
10043,Ogun,Abeokuta North,Nwanyanwu Daniel Daberechukwu,ZLP,143
10044,Ogun,Abeokuta South,Tinubu Bola Ahmed,APC,28111
10045,Ogun,Abeokuta South,Abubakar Atiku,PDP,7787
10046,Ogun,Abeokuta South,Obi Peter Gregory,LP,8930
10047,Ogun,Abeokuta South,Musa Mohammed Rabiu Kwankwaso,NNPP,137
10048,Ogun,Abeokuta South,Kachikwu Dumebi,ADC,587
10049,Ogun,Abeokuta South,Umeadi Peter Nnanna Chukwudi,APGA,70
10050,Ogun,Abeokuta South,Sani Yabagi Yusuf,ADP,115
10051,Ogun,Abeokuta South,Imumolen Irene Christopher,A,86
10052,Ogun,Abeokuta South,Almustapha Hamza,AA,28
10053,Ogun,Abeokuta South,Sowore Omoyele Stephen,AAC,89
10054,Ogun,Abeokuta South,Ojei Princess Chichi,APM,1292
10055,Ogun,Abeokuta South,Nnadi Charles Osita,APP,29
10056,Ogun,Abeokuta South,Adenuga Sunday Oluwafemi,BP,24
10057,Ogun,Abeokuta South,Osakwe Felix Johnson,NRM,64
10058,Ogun,Abeokuta South,Abiola Latifu Kolawole,PRP,15
10059,Ogun,Abeokuta South,Adebayo Adewole Ebenezer,SDP,77
10060,Ogun,Abeokuta South,Ado-Ibrahim Abdulmalik,YPP,17
10061,Ogun,Abeokuta South,Nwanyanwu Daniel Daberechukwu,ZLP,310
10062,Ogun,Ado Odo-ota,Tinubu Bola Ahmed,APC,46568
10063,Ogun,Ado Odo-ota,Abubakar Atiku,PDP,10838
10064,Ogun,Ado Odo-ota,Obi Peter Gregory,LP,17888
10065,Ogun,Ado Odo-ota,Musa Mohammed Rabiu Kwankwaso,NNPP,276
10066,Ogun,Ado Odo-ota,Kachikwu Dumebi,ADC,808
10067,Ogun,Ado Odo-ota,Umeadi Peter Nnanna Chukwudi,APGA,145
10068,Ogun,Ado Odo-ota,Sani Yabagi Yusuf,ADP,198
10069,Ogun,Ado Odo-ota,Imumolen Irene Christopher,A,153
10070,Ogun,Ado Odo-ota,Almustapha Hamza,AA,47
10071,Ogun,Ado Odo-ota,Sowore Omoyele Stephen,AAC,130
10072,Ogun,Ado Odo-ota,Ojei Princess Chichi,APM,127
10073,Ogun,Ado Odo-ota,Nnadi Charles Osita,APP,36
10074,Ogun,Ado Odo-ota,Adenuga Sunday Oluwafemi,BP,56
10075,Ogun,Ado Odo-ota,Osakwe Felix Johnson,NRM,52
10076,Ogun,Ado Odo-ota,Abiola Latifu Kolawole,PRP,34
10077,Ogun,Ado Odo-ota,Adebayo Adewole Ebenezer,SDP,14
10078,Ogun,Ado Odo-ota,Ado-Ibrahim Abdulmalik,YPP,52
10079,Ogun,Ado Odo-ota,Nwanyanwu Daniel Daberechukwu,ZLP,419
10080,Ogun,Egbado North,Tinubu Bola Ahmed,APC,
10081,Ogun,Egbado North,Abubakar Atiku,PDP,
10082,Ogun,Egbado North,Obi Peter Gregory,LP,
10083,Ogun,Egbado North,Musa Mohammed Rabiu Kwankwaso,NNPP,
10084,Ogun,Egbado North,Kachikwu Dumebi,ADC,
10085,Ogun,Egbado North,Umeadi Peter Nnanna Chukwudi,APGA,
10086,Ogun,Egbado North,Sani Yabagi Yusuf,ADP,
10087,Ogun,Egbado North,Imumolen Irene Christopher,A,
10088,Ogun,Egbado North,Almustapha Hamza,AA,
10089,Ogun,Egbado North,Sowore Omoyele Stephen,AAC,
10090,Ogun,Egbado North,Ojei Princess Chichi,APM,
10091,Ogun,Egbado North,Nnadi Charles Osita,APP,
10092,Ogun,Egbado North,Adenuga Sunday Oluwafemi,BP,
10093,Ogun,Egbado North,Osakwe Felix Johnson,NRM,
10094,Ogun,Egbado North,Abiola Latifu Kolawole,PRP,
10095,Ogun,Egbado North,Adebayo Adewole Ebenezer,SDP,
10096,Ogun,Egbado North,Ado-Ibrahim Abdulmalik,YPP,
10097,Ogun,Egbado North,Nwanyanwu Daniel Daberechukwu,ZLP,
10098,Ogun,Egbado South,Tinubu Bola Ahmed,APC,18471
10099,Ogun,Egbado South,Abubakar Atiku,PDP,5012
10100,Ogun,Egbado South,Obi Peter Gregory,LP,3126
10101,Ogun,Egbado South,Musa Mohammed Rabiu Kwankwaso,NNPP,117
10102,Ogun,Egbado South,Kachikwu Dumebi,ADC,342
10103,Ogun,Egbado South,Umeadi Peter Nnanna Chukwudi,APGA,62
10104,Ogun,Egbado South,Sani Yabagi Yusuf,ADP,158
10105,Ogun,Egbado South,Imumolen Irene Christopher,A,52
10106,Ogun,Egbado South,Almustapha Hamza,AA,22
10107,Ogun,Egbado South,Sowore Omoyele Stephen,AAC,42
10108,Ogun,Egbado South,Ojei Princess Chichi,APM,1876
10109,Ogun,Egbado South,Nnadi Charles Osita,APP,28
10110,Ogun,Egbado South,Adenuga Sunday Oluwafemi,BP,24
10111,Ogun,Egbado South,Osakwe Felix Johnson,NRM,40
10112,Ogun,Egbado South,Abiola Latifu Kolawole,PRP,7
10113,Ogun,Egbado South,Adebayo Adewole Ebenezer,SDP,14
10114,Ogun,Egbado South,Ado-Ibrahim Abdulmalik,YPP,36
10115,Ogun,Egbado South,Nwanyanwu Daniel Daberechukwu,ZLP,89
10116,Ogun,Ewekoro,Tinubu Bola Ahmed,APC,
10117,Ogun,Ewekoro,Abubakar Atiku,PDP,
10118,Ogun,Ewekoro,Obi Peter Gregory,LP,
10119,Ogun,Ewekoro,Musa Mohammed Rabiu Kwankwaso,NNPP,
10120,Ogun,Ewekoro,Kachikwu Dumebi,ADC,
10121,Ogun,Ewekoro,Umeadi Peter Nnanna Chukwudi,APGA,
10122,Ogun,Ewekoro,Sani Yabagi Yusuf,ADP,
10123,Ogun,Ewekoro,Imumolen Irene Christopher,A,
10124,Ogun,Ewekoro,Almustapha Hamza,AA,
10125,Ogun,Ewekoro,Sowore Omoyele Stephen,AAC,
10126,Ogun,Ewekoro,Ojei Princess Chichi,APM,
10127,Ogun,Ewekoro,Nnadi Charles Osita,APP,
10128,Ogun,Ewekoro,Adenuga Sunday Oluwafemi,BP,
10129,Ogun,Ewekoro,Osakwe Felix Johnson,NRM,
10130,Ogun,Ewekoro,Abiola Latifu Kolawole,PRP,
10131,Ogun,Ewekoro,Adebayo Adewole Ebenezer,SDP,
10132,Ogun,Ewekoro,Ado-Ibrahim Abdulmalik,YPP,
10133,Ogun,Ewekoro,Nwanyanwu Daniel Daberechukwu,ZLP,
10134,Ogun,Ifo,Tinubu Bola Ahmed,APC,27607
10135,Ogun,Ifo,Abubakar Atiku,PDP,5760
10136,Ogun,Ifo,Obi Peter Gregory,LP,9751
10137,Ogun,Ifo,Musa Mohammed Rabiu Kwankwaso,NNPP,161
10138,Ogun,Ifo,Kachikwu Dumebi,ADC,2743
10139,Ogun,Ifo,Umeadi Peter Nnanna Chukwudi,APGA,72
10140,Ogun,Ifo,Sani Yabagi Yusuf,ADP,160
10141,Ogun,Ifo,Imumolen Irene Christopher,A,169
10142,Ogun,Ifo,Almustapha Hamza,AA,44
10143,Ogun,Ifo,Sowore Omoyele Stephen,AAC,97
10144,Ogun,Ifo,Ojei Princess Chichi,APM,88
10145,Ogun,Ifo,Nnadi Charles Osita,APP,18
10146,Ogun,Ifo,Adenuga Sunday Oluwafemi,BP,28
10147,Ogun,Ifo,Osakwe Felix Johnson,NRM,33
10148,Ogun,Ifo,Abiola Latifu Kolawole,PRP,70
10149,Ogun,Ifo,Adebayo Adewole Ebenezer,SDP,48
10150,Ogun,Ifo,Ado-Ibrahim Abdulmalik,YPP,25
10151,Ogun,Ifo,Nwanyanwu Daniel Daberechukwu,ZLP,235
10152,Ogun,Ijebu East,Tinubu Bola Ahmed,APC,10970
10153,Ogun,Ijebu East,Abubakar Atiku,PDP,4495
10154,Ogun,Ijebu East,Obi Peter Gregory,LP,2163
10155,Ogun,Ijebu East,Musa Mohammed Rabiu Kwankwaso,NNPP,40
10156,Ogun,Ijebu East,Kachikwu Dumebi,ADC,358
10157,Ogun,Ijebu East,Umeadi Peter Nnanna Chukwudi,APGA,31
10158,Ogun,Ijebu East,Sani Yabagi Yusuf,ADP,60
10159,Ogun,Ijebu East,Imumolen Irene Christopher,A,39
10160,Ogun,Ijebu East,Almustapha Hamza,AA,13
10161,Ogun,Ijebu East,Sowore Omoyele Stephen,AAC,9
10162,Ogun,Ijebu East,Ojei Princess Chichi,APM,36
10163,Ogun,Ijebu East,Nnadi Charles Osita,APP,16
10164,Ogun,Ijebu East,Adenuga Sunday Oluwafemi,BP,15
10165,Ogun,Ijebu East,Osakwe Felix Johnson,NRM,13
10166,Ogun,Ijebu East,Abiola Latifu Kolawole,PRP,5
10167,Ogun,Ijebu East,Adebayo Adewole Ebenezer,SDP,16
10168,Ogun,Ijebu East,Ado-Ibrahim Abdulmalik,YPP,15
10169,Ogun,Ijebu East,Nwanyanwu Daniel Daberechukwu,ZLP,62
10170,Ogun,Ijebu North,Tinubu Bola Ahmed,APC,21884
10171,Ogun,Ijebu North,Abubakar Atiku,PDP,7233
10172,Ogun,Ijebu North,Obi Peter Gregory,LP,2372
10173,Ogun,Ijebu North,Musa Mohammed Rabiu Kwankwaso,NNPP,50
10174,Ogun,Ijebu North,Kachikwu Dumebi,ADC,300
10175,Ogun,Ijebu North,Umeadi Peter Nnanna Chukwudi,APGA,56
10176,Ogun,Ijebu North,Sani Yabagi Yusuf,ADP,75
10177,Ogun,Ijebu North,Imumolen Irene Christopher,A,45
10178,Ogun,Ijebu North,Almustapha Hamza,AA,11
10179,Ogun,Ijebu North,Sowore Omoyele Stephen,AAC,41
10180,Ogun,Ijebu North,Ojei Princess Chichi,APM,45
10181,Ogun,Ijebu North,Nnadi Charles Osita,APP,14
